,amazon_index,filename,title,author,category_id,category,meta,year,meta_author,decade,post_2010
7609,1476775230,1476775230.jpg,The League of Outsider Baseball: An Illustrated History of Baseball's Forgotten Heroes,Gary Cieradkowski,1,Biographies & Memoirs,"{""ISBN-13"": ""9781476775234"", ""Title"": ""The League of Outsider Baseball - An Illustrated History of Baseball\u2019s Forgotten Heroes"", ""Authors"": [""Gary Cieradkowski""], ""Publisher"": ""Simon and Schuster"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Gary Cieradkowski,2010,post_2010
7610,143125044,0143125044.jpg,Honor: A Novel,Elif Shafak,15,Literature & Fiction,"{""ISBN-13"": ""9780143125044"", ""Title"": ""Honor - A Novel"", ""Authors"": [""Elif Shafak""], ""Publisher"": ""Penguin"", ""Year"": ""2014"", ""Language"": ""en""}",2014,Elif Shafak,2010,post_2010
7611,6071117666,6071117666.jpg,La civilización del espectáculo (Spanish Edition),Mario Vargas Llosa,15,Literature & Fiction,"{""ISBN-13"": ""9786071135377"", ""Title"": ""La Civilizacion del Espectaculo"", ""Authors"": [""Mario Vargas Llosa""], ""Publisher"": ""Punto de Lectura"", ""Year"": ""2015"", ""Language"": ""es""}",2015,Mario Vargas Llosa,2010,post_2010
7612,821421948,0821421948.jpg,Keep On Fighting: The Life and Civil Rights Legacy of Marian A. Spencer,Dorothy H. Christenson,1,Biographies & Memoirs,"{""ISBN-13"": ""9780821421949"", ""Title"": ""Keep On Fighting - The Life And Civil Rights Legacy Of Marian A. Spencer"", ""Authors"": [""Dorothy H. Christenson"", ""Mary E. Frederickson""], ""Publisher"": """", ""Year"": ""2015"", ""Language"": ""en""}",2015,Dorothy H. Christenson,2010,post_2010
7613,150292904X,150292904X.jpg,The Viking,Marti Talbott,22,Romance,"{""ISBN-13"": ""9781453722664"", ""Title"": ""The Viking"", ""Authors"": [""Marti Talbott""], ""Publisher"": ""Createspace Independent Publishing Platform"", ""Year"": ""2010"", ""Language"": ""en""}",2010,Marti Talbott,2010,post_2010
7614,849948398,0849948398.jpg,Rudy: My Story,Rudy Ruettiger,1,Biographies & Memoirs,"{""ISBN-13"": ""9780718080068"", ""Title"": ""Rudy - My Story"", ""Authors"": [""Rudy Ruettiger""], ""Publisher"": ""Thomas Nelson"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Rudy Ruettiger,2010,post_2010
7615,1611720168,1611720168.jpg,I Wait for the Moon: 100 Haiku of Momoko Kuroda,Momoko Kuroda,15,Literature & Fiction,"{""ISBN-13"": ""9781611720167"", ""Title"": ""I Wait For The Moon - 100 Haiku Of Momoko Kuroda"", ""Authors"": [""Momoko Kuroda""], ""Publisher"": ""Stone Bridge Press"", ""Year"": ""2014"", ""Language"": ""en""}",2014,Momoko Kuroda,2010,post_2010
7616,979321964,0979321964.jpg,The Girl's Fitness Guide: Expert Coaching for the Young Woman Who Wants to Look and Feel Her Best,Gheorghe Muresan,27,Teen & Young Adult,"{""ISBN-13"": ""9780979321962"", ""Title"": ""The Girl's Fitness Guide"", ""Authors"": [""Gheorghe Muresan"", ""Rares Nick Morar"", ""Frank C. Hawkins""], ""Publisher"": ""Boy's and Girl's Guide Books"", ""Year"": ""2011"", ""Language"": ""en""}",2011,Gheorghe Muresan,2010,post_2010
7617,1483808750,1483808750.jpg,"Spectrum Math Workbook, Grade 7",,27,Teen & Young Adult,"{""ISBN-13"": ""9781483814056"", ""Title"": ""Spectrum Math Workbook, Grade 7"", ""Authors"": [""""], ""Publisher"": ""Carson-Dellosa Publishing"", ""Year"": ""2014"", ""Language"": ""en""}",2014,,2010,post_2010
7619,160706426X,160706426X.jpg,"CHEW Omnivore Edition, Vol. 2",John Layman,15,Literature & Fiction,"{""ISBN-13"": ""9781607064268"", ""Title"": ""Chew"", ""Authors"": [""John Layman""], ""Publisher"": """", ""Year"": ""2010"", ""Language"": ""en""}",2010,John Layman,2010,post_2010
7621,762781262,0762781262.jpg,Hard Ground: Woods Cop Stories,Joseph Heywood,15,Literature & Fiction,"{""ISBN-13"": ""9780762781263"", ""Title"": ""Hard Ground - Woods Cop Stories"", ""Authors"": [""Joseph Heywood""], ""Publisher"": ""Lyons Press"", ""Year"": ""2013"", ""Language"": ""en""}",2013,Joseph Heywood,2010,post_2010
7622,312939620,0312939620.jpg,"Wolf at the Door (The Others, Book 9)",Christine Warren,22,Romance,"{""ISBN-13"": ""9780312939625"", ""Title"": ""Wolf At The Door - A Novel Of The Others"", ""Authors"": [""Christine Warren""], ""Publisher"": ""St. Martin's Paperbacks"", ""Year"": ""2006"", ""Language"": ""en""}",2006,Christine Warren,2000,pre_2010
7623,345530578,0345530578.jpg,The Racketeer: A Novel,John Grisham,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9780345530578"", ""Title"": ""The Racketeer - A Novel"", ""Authors"": [""John Grisham""], ""Publisher"": ""Dell"", ""Year"": ""2013"", ""Language"": ""en""}",2013,John Grisham,2010,post_2010
7624,1597805424,1597805424.jpg,Diaspora: A Novel,Greg Egan,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9781597805421"", ""Title"": ""Diaspora - A Novel"", ""Authors"": [""Greg Egan""], ""Publisher"": ""Night Shade"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Greg Egan,2010,post_2010
7626,1451627297,1451627297.jpg,11/22/63: A Novel,Stephen King,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9781501120602"", ""Title"": ""11/22/63 - A Novel"", ""Authors"": [""Stephen King""], ""Publisher"": ""Simon and Schuster"", ""Year"": ""2016"", ""Language"": ""en""}",2016,Stephen King,2010,post_2010
7627,486475980,0486475980.jpg,Autobiography of St. Teresa of Avila (Dover Books on Western Philosophy),St. Teresa of Avila,1,Biographies & Memoirs,"{""ISBN-13"": ""9780486475981"", ""Title"": ""Autobiography Of St. Teresa Of Avila"", ""Authors"": [""St. Teresa of Avila"", ""Saint Teresa (of Avila)""], ""Publisher"": ""Courier Corporation"", ""Year"": ""2010"", ""Language"": ""en""}",2010,St. Teresa of Avila,2010,post_2010
7628,155488389X,155488389X.jpg,Memories of the Beach: Reflections on a Toronto Childhood,Lorraine O'Donnell Williams,1,Biographies & Memoirs,"{""ISBN-13"": ""9781554883899"", ""Title"": ""Memories Of The Beach - Reflections On A Toronto Childhood"", ""Authors"": [""Lorraine O'Donnell Williams""], ""Publisher"": ""Dundurn"", ""Year"": ""2010"", ""Language"": ""en""}",2010,Lorraine O'Donnell Williams,2010,post_2010
7629,1877749397,1877749397.jpg,Twelfth Night: Sixty-Minute Shakespeare Series,Cass Foster,27,Teen & Young Adult,"{""ISBN-13"": ""9781877749391"", ""Title"": ""The Sixty-Minute Shakespeare--Twelfth Night"", ""Authors"": [""Cass Foster""], ""Publisher"": ""Classics for All Ages"", ""Year"": ""2000"", ""Language"": ""en""}",2000,Cass Foster,2000,pre_2010
7630,1493763229,1493763229.jpg,The Christmas Token (Hardman Holidays) (Volume 2),Shanna Hatfield,22,Romance,"{""ISBN-13"": ""9781493763221"", ""Title"": ""The Christmas Token"", ""Authors"": [""Shanna Hatfield""], ""Publisher"": ""CreateSpace"", ""Year"": ""2013"", ""Language"": ""en""}",2013,Shanna Hatfield,2010,post_2010
7633,765385287,0765385287.jpg,Envy of Angels: A Sin du Jour Affair,Matt Wallace,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9780765385284"", ""Title"": ""Envy Of Angels - A Sin Du Jour Affair"", ""Authors"": [""Matt Wallace""], ""Publisher"": ""Tor.com"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Matt Wallace,2010,post_2010
7635,1439172811,1439172811.jpg,Survivors: A Novel of the Coming Collapse,James Wesley Rawles,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9781439172810"", ""Title"": ""Survivors - A Novel Of The Coming Collapse"", ""Authors"": [""James Wesley Rawles""], ""Publisher"": ""Simon and Schuster"", ""Year"": ""2012"", ""Language"": ""en""}",2012,James Wesley Rawles,2010,post_2010
7637,62223062,0062223062.jpg,The Art of Memoir,Mary Karr,15,Literature & Fiction,"{""ISBN-13"": ""9780062223074"", ""Title"": ""The Art Of Memoir"", ""Authors"": [""Mary Karr""], ""Publisher"": ""Harper Perennial"", ""Year"": ""2016"", ""Language"": ""en""}",2016,Mary Karr,2010,post_2010
7638,62351540,0062351540.jpg,The Silent Girls,Eric Rickstad,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9780062351548"", ""Title"": ""The Silent Girls"", ""Authors"": [""Eric Rickstad""], ""Publisher"": ""Witness Impulse"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Eric Rickstad,2010,post_2010
7639,312353812,0312353812.jpg,"A is for Alibi (Kinsey Millhone Alphabet Mysteries, No. 1)",Sue Grafton,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9780312938994"", ""Title"": ""\""A\"" Is For Alibi"", ""Authors"": [""Sue Grafton""], ""Publisher"": ""St. Martin's Paperbacks"", ""Year"": ""2005"", ""Language"": ""en""}",2005,Sue Grafton,2000,pre_2010
7640,1498446841,1498446841.jpg,Tossing Petals; Revelations of a Woman Loosed,Loretta L. Mallory,15,Literature & Fiction,"{""ISBN-13"": ""9781498446846"", ""Title"": ""Tossing Petals; Revelations Of A Woman Loosed"", ""Authors"": [""Loretta L. Mallory""], ""Publisher"": ""Xulon Press"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Loretta L. Mallory,2010,post_2010
7641,758241798,0758241798.jpg,The Pleasure Project,JAX,22,Romance,"{""ISBN-13"": ""9780758241795"", ""Title"": ""The Pleasure Project"", ""Authors"": [""JAX"", ""Cassie Ryan"", ""Jenna McCormick""], ""Publisher"": ""Aphrodisia"", ""Year"": ""2013"", ""Language"": ""en""}",2013,JAX,2010,post_2010
7642,425264955,0425264955.jpg,Murder on Bamboo Lane (An Officer Ellie Rush Mystery),Naomi Hirahara,15,Literature & Fiction,"{""ISBN-13"": ""9780425264959"", ""Title"": ""Murder On Bamboo Lane"", ""Authors"": [""Naomi Hirahara""], ""Publisher"": ""Berkley"", ""Year"": ""2014"", ""Language"": ""en""}",2014,Naomi Hirahara,2010,post_2010
7643,1457604752,1457604752.jpg,40 Short Stories: A Portable Anthology,Beverly Lawn,15,Literature & Fiction,"{""ISBN-13"": ""9781319035389"", ""Title"": ""40 Short Stories: A Portable Anthology"", ""Authors"": [""Beverly Lawn""], ""Publisher"": ""Bedford/St. Martin's"", ""Year"": ""2016"", ""Language"": ""en""}",2016,Beverly Lawn,2010,post_2010
7644,1886228183,1886228183.jpg,Ghoulardi: Inside Cleveland TV's Wildest Ride (Ohio),Tom Feran,1,Biographies & Memoirs,"{""ISBN-13"": ""9781886228184"", ""Title"": ""Ghoulardi - Inside Cleveland TV's Wildest Ride"", ""Authors"": [""Tom Feran"", ""R. D. Heldenfels""], ""Publisher"": ""Gray Publishers"", ""Year"": ""1997"", ""Language"": ""en""}",1997,Tom Feran,1990,pre_2010
7645,778316645,0778316645.jpg,'Tis The Season: Under the Christmas Tree\Midnight Confessions\Backward Glance (A Virgin River Novel),Robyn Carr,22,Romance,"{""ISBN-13"": ""9781848458932"", ""Title"": ""'Tis The Season - Under The Christmas Tree (A Virgin River Novel) / Midnight Confessions (A Virgin River Novel)"", ""Authors"": [""Robyn Carr""], ""Publisher"": ""Mills & Boon"", ""Year"": ""2021"", ""Language"": ""en""}",2021,Robyn Carr,2020,post_2010
7648,080272356X,080272356X.jpg,My Unfair Godmother,Janette Rallison,27,Teen & Young Adult,"{""ISBN-13"": ""9780802723567"", ""Title"": ""My Unfair Godmother"", ""Authors"": [""Janette Rallison""], ""Publisher"": ""Walker Childrens"", ""Year"": ""2012"", ""Language"": ""en""}",2012,Janette Rallison,2010,post_2010
7650,981973329,0981973329.jpg,"Sex: A Book for Teens: An Uncensored Guide to Your Body, Sex, and Safety",Nikol Hasler,27,Teen & Young Adult,"{""ISBN-13"": ""9780981973326"", ""Title"": ""Sex - A Book For Teens : An Uncensored Guide To Your Body, Sex, And Safety"", ""Authors"": [""Nikol Hasler""], ""Publisher"": ""Houghton Mifflin Harcourt"", ""Year"": ""2010"", ""Language"": ""en""}",2010,Nikol Hasler,2010,post_2010
7651,60882603,0060882603.jpg,The Annotated Charlotte's Web,E. B. White,27,Teen & Young Adult,"{""ISBN-13"": ""9780064461832"", ""Title"": ""The Annotated Charlotte's Web"", ""Authors"": [""E. B. White"", ""Peter F. Neumeyer""], ""Publisher"": ""Harper Trophy"", ""Year"": ""1997"", ""Language"": ""en""}",1997,E. B. White,1990,pre_2010
7652,451532163,0451532163.jpg,Walden and Civil Disobedience,Henry David Thoreau,15,Literature & Fiction,"{""ISBN-13"": ""9780451532169"", ""Title"": ""Walden And Civil Disobedience"", ""Authors"": [""Henry David Thoreau"", ""W. S. Merwin""], ""Publisher"": ""Signet Classic"", ""Year"": ""2012"", ""Language"": ""en""}",2012,Henry David Thoreau,2010,post_2010
7654,811867439,0811867439.jpg,Uglydoll School Planner,David Horvath,27,Teen & Young Adult,"{""ISBN-13"": ""9780811867436"", ""Title"": ""Uglydoll School Planner"", ""Authors"": [""David Horvath"", ""Sun-Min Kim""], ""Publisher"": ""Chronicle Books"", ""Year"": ""2009"", ""Language"": ""en""}",2009,David Horvath,2000,pre_2010
7655,1497698693,1497698693.jpg,Winter (The Pleasure Quartet),Vina Jackson,22,Romance,"{""ISBN-13"": ""9781497698697"", ""Title"": ""Winter"", ""Authors"": [""Vina Jackson""], ""Publisher"": ""Open Road Media Romance"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Vina Jackson,2010,post_2010
7656,1634503503,1634503503.jpg,The Golfer's Guide to the Meaning of Life: Lessons IEEve Learned from My Life on the Links (Guides to the Meaning of Life),Gary Player,1,Biographies & Memoirs,"{""ISBN-13"": ""9781634503501"", ""Title"": ""The Golfer's Guide To The Meaning Of Life - Lessons I?Ve Learned From My Life On The Links"", ""Authors"": [""Gary Player""], ""Publisher"": ""Skyhorse"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Gary Player,2010,post_2010
7658,1770855769,1770855769.jpg,Basketball Now!: The Stars and Stories of the NBA,Adam Segal,1,Biographies & Memoirs,"{""ISBN-13"": ""9780228102021"", ""Title"": ""Basketball Now! - The Stars And The Stories Of The NBA"", ""Authors"": [""Adam Segal""], ""Publisher"": ""Firefly Books"", ""Year"": ""2019"", ""Language"": ""en""}",2019,Adam Segal,2010,post_2010
7659,61537969,0061537969.jpg,The Art of Racing in the Rain: A Novel,Garth Stein,15,Literature & Fiction,"{""ISBN-13"": ""9780061537967"", ""Title"": ""The Art Of Racing In The Rain - A Novel"", ""Authors"": [""Garth Stein""], ""Publisher"": ""Harper Paperbacks"", ""Year"": ""2009"", ""Language"": ""en""}",2009,Garth Stein,2000,pre_2010
7660,823051102,0823051102.jpg,Get Hooked Again: Simple Steps to Crochet More Cool Stuff,Kim Werker,27,Teen & Young Adult,"{""ISBN-13"": ""9781435280021"", ""Title"": ""Get Hooked Again - Simple Steps To Crochet More Cool Stuff"", ""Authors"": [""Kim Werker""], ""Publisher"": """", ""Year"": ""2008"", ""Language"": ""en""}",2008,Kim Werker,2000,pre_2010
7661,822217821,0822217821.jpg,Proof - Acting Edition,David Auburn,15,Literature & Fiction,"{""ISBN-13"": ""9780822217824"", ""Title"": ""Proof"", ""Authors"": [""David Auburn""], ""Publisher"": ""Dramatists Play Service Inc"", ""Year"": ""2001"", ""Language"": ""en""}",2001,David Auburn,2000,pre_2010
7662,316242454,0316242454.jpg,A Dance of Mirrors (Shadowdance 3),David Dalglish,15,Literature & Fiction,"{""ISBN-13"": ""9780356502809"", ""Title"": ""A Dance Of Mirrors"", ""Authors"": [""David Dalglish""], ""Publisher"": ""Orbit Books"", ""Year"": ""2013"", ""Language"": ""en""}",2013,David Dalglish,2010,post_2010
7663,345340248,0345340248.jpg,"The Dragonriders of Pern: Dragonflight, Dragonquest, and The White Dragon (Pern: The Dragonriders of Pern)",Anne McCaffrey,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9780345340245"", ""Title"": ""The Dragonriders Of Pern"", ""Authors"": [""Anne McCaffrey""], ""Publisher"": ""Pern: The Dragonriders of Pern"", ""Year"": ""1988"", ""Language"": ""en""}",1988,Anne McCaffrey,1980,pre_2010
7666,767927583,0767927583.jpg,Jersey Boys: The Story of Frankie Valli & the Four Seasons,David Cote,1,Biographies & Memoirs,"{""ISBN-13"": ""9780767927581"", ""Title"": ""Jersey Boys - The Story Of Frankie Valli & The Four Seasons"", ""Authors"": [""David Cote""], ""Publisher"": ""Broadway"", ""Year"": ""2007"", ""Language"": ""en""}",2007,David Cote,2000,pre_2010
7667,1497482690,1497482690.jpg,Teresa and Joe Guidice Indictment and Plea Deal,United States Distric Court,1,Biographies & Memoirs,"{""ISBN-13"": ""9781497482692"", ""Title"": ""Teresa And Joe Guidice Indictment And Plea Deal"", ""Authors"": [""United States Distric Court""], ""Publisher"": ""CreateSpace"", ""Year"": ""2014"", ""Language"": ""en""}",2014,United States Distric Court,2010,post_2010
7668,1845590147,1845590147.jpg,A Private Revenge,Richard Woodman,15,Literature & Fiction,"{""ISBN-13"": ""9780751507249"", ""Title"": ""A Private Revenge"", ""Authors"": [""Richard Woodman""], ""Publisher"": ""Sphere"", ""Year"": ""1989"", ""Language"": ""en""}",1989,Richard Woodman,1980,pre_2010
7669,786853506,0786853506.jpg,Inside the Dream (Disney Editions Deluxe),Katherine & Richard Greene,27,Teen & Young Adult,"{""ISBN-13"": ""9780786853502"", ""Title"": ""Inside The Dream"", ""Authors"": [""Katherine & Richard Greene""], ""Publisher"": ""Disney Editions"", ""Year"": ""2001"", ""Language"": ""en""}",2001,Katherine & Richard Greene,2000,pre_2010
7670,1617754455,1617754455.jpg,The Book of Harlan,Bernice L. McFadden,15,Literature & Fiction,"{""ISBN-13"": ""9781617754463"", ""Title"": ""The Book Of Harlan"", ""Authors"": [""Bernice L. McFadden""], ""Publisher"": ""Akashic Books"", ""Year"": ""2016"", ""Language"": ""en""}",2016,Bernice L. McFadden,2010,post_2010
7671,679422587,0679422587.jpg,In the Cut,Susanna Moore,22,Romance,"{""ISBN-13"": ""9781474613606"", ""Title"": ""In The Cut"", ""Authors"": [""Susanna Moore""], ""Publisher"": ""Weidenfeld & Nicolson"", ""Year"": ""2019"", ""Language"": ""en""}",2019,Susanna Moore,2010,post_2010
7672,758234902,0758234902.jpg,Apple Turnover Murder (A Hannah Swensen Mystery),Joanne Fluke,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9780758234902"", ""Title"": ""Apple Turnover Murder"", ""Authors"": [""Joanne Fluke""], ""Publisher"": ""Kensington Books"", ""Year"": ""2011"", ""Language"": ""en""}",2011,Joanne Fluke,2010,post_2010
7673,764216953,0764216953.jpg,Esther: Royal Beauty (A Dangerous Beauty Novel),Angela Hunt,22,Romance,"{""ISBN-13"": ""9780764216954"", ""Title"": ""Esther - Royal Beauty"", ""Authors"": [""Angela Hunt""], ""Publisher"": ""Bethany House Publishers"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Angela Hunt,2010,post_2010
7674,1467715166,1467715166.jpg,A Bag of Marbles: The Graphic Novel,Joseph Joffo,27,Teen & Young Adult,"{""ISBN-13"": ""9781467715164"", ""Title"": ""A Bag Of Marbles - The Graphic Novel"", ""Authors"": [""Joseph Joffo""], ""Publisher"": ""Graphic Universe ?"", ""Year"": ""2013"", ""Language"": ""en""}",2013,Joseph Joffo,2010,post_2010
7675,1939601517,1939601517.jpg,Constance: A Story of Early Plymouth,Patricia Clapp,27,Teen & Young Adult,"{""ISBN-13"": ""9781939601513"", ""Title"": ""Constance - A Story Of Early Plymouth"", ""Authors"": [""Patricia Clapp""], ""Publisher"": ""Lizzie Skurnick Books"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Patricia Clapp,2010,post_2010
7677,1936873575,1936873575.jpg,"Gun, Needle, Spoon",Patrick O'Neil,1,Biographies & Memoirs,"{""ISBN-13"": ""9781936873579"", ""Title"": ""Gun, Needle, Spoon"", ""Authors"": [""Patrick O'Neil""], ""Publisher"": """", ""Year"": ""2015"", ""Language"": ""en""}",2015,Patrick O'Neil,2010,post_2010
7678,810885360,0810885360.jpg,LGBTQ Families: The Ultimate Teen Guide (It Happened to Me),Eva Apelqvist,27,Teen & Young Adult,"{""ISBN-13"": ""9780810885363"", ""Title"": ""LGBTQ Families - The Ultimate Teen Guide"", ""Authors"": [""Eva Apelqvist""], ""Publisher"": ""Scarecrow Press"", ""Year"": ""2013"", ""Language"": ""en""}",2013,Eva Apelqvist,2010,post_2010
7681,300213964,0300213964.jpg,Selected Poems of Edna St. Vincent Millay: An Annotated Edition,Edna St. Vincent Millay,15,Literature & Fiction,"{""ISBN-13"": ""9780300213966"", ""Title"": ""Selected Poems Of Edna St. Vincent Millay"", ""Authors"": [""Edna St. Vincent Millay"", ""Holly Peppe""], ""Publisher"": ""Yale University Press"", ""Year"": ""2016"", ""Language"": ""en""}",2016,Edna St. Vincent Millay,2010,post_2010
